TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Offence Against a Person,2022,8,1,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,3,26,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,3,6,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,4,6,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,26,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,19,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,4,11,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,4,25,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,6,29,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,7,6,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,14,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,10,10,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,9,7,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,26,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,12,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,3,6,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,5,22,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,7,17,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,7,20,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,5,20,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,1,23,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,28,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,9,27,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,7,26,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,8,10,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Offence Against a Person,2022,2,12,0,0,OFFSET TO PROTECT PRIVACY,Hastings-Sunrise,0.0,0.0
Other Theft,2022,5,30,14,20,15XX RENFREW ST,Hastings-Sunrise,496779.1576,5457597.0366
Other Theft,2022,6,2,12,30,15XX RENFREW ST,Hastings-Sunrise,496779.1576,5457597.0366
Other Theft,2022,4,27,20,0,17XX NANAIMO ST,Hastings-Sunrise,495886.2159,5457385.2091
Other Theft,2022,9,18,0,0,17XX RENFREW ST,Hastings-Sunrise,496786.9006,5457336.7335
Other Theft,2022,9,25,17,55,1XX RENFREW ST,Hastings-Sunrise,496795.9227,5458959.0522
Other Theft,2022,5,14,0,0,1XX RENFREW ST,Hastings-Sunrise,496795.9687,5458939.7431
Other Theft,2022,2,23,14,29,20XX RENFREW ST,Hastings-Sunrise,496781.0583,5456996.9912
Other Theft,2022,3,26,22,33,22XX CASSIAR ST,Hastings-Sunrise,497748.1637,5456793.7356
Other Theft,2022,5,27,0,0,23XX CASSIAR ST,Hastings-Sunrise,497747.9731,5456749.5885
Other Theft,2022,5,27,10,30,23XX CASSIAR ST,Hastings-Sunrise,497747.9731,5456749.5885
Other Theft,2022,5,28,18,8,23XX CASSIAR ST,Hastings-Sunrise,497747.9731,5456749.5885
Other Theft,2022,9,6,16,0,24XX ADANAC ST,Hastings-Sunrise,495964.6425,5458307.6298
Other Theft,2022,6,1,11,10,24XX E 1ST AVE,Hastings-Sunrise,495905.146,5457428.5791
Other Theft,2022,2,9,14,6,24XX E 1ST AVE,Hastings-Sunrise,495905.146,5457428.5791
Other Theft,2022,9,20,12,0,24XX E HASTINGS ST,Hastings-Sunrise,495891.8152,5458709.6918
Other Theft,2022,3,3,19,0,24XX E HASTINGS ST,Hastings-Sunrise,496017.7631,5458709.3833
Other Theft,2022,10,10,12,0,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Other Theft,2022,10,10,20,0,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Other Theft,2022,9,30,5,57,24XX GRAVELEY ST,Hastings-Sunrise,495937.5406,5457514.0047
Other Theft,2022,11,21,19,18,24XX KAMLOOPS ST,Hastings-Sunrise,496014.6473,5456684.7339
Other Theft,2022,10,22,17,13,24XX NANAIMO ST,Hastings-Sunrise,495888.3502,5456678.8328
Other Theft,2022,10,16,0,0,24XX PENTICTON ST,Hastings-Sunrise,496205.9998,5456634.1731
Other Theft,2022,12,7,9,47,24XX RENFREW ST,Hastings-Sunrise,496779.594,5456653.8449
Other Theft,2022,12,22,18,0,24XX TRIUMPH ST,Hastings-Sunrise,495918.1234,5459013.6917
Other Theft,2022,2,8,13,43,25XX E 2ND AVE,Hastings-Sunrise,496033.252,5457299.4671
Other Theft,2022,2,10,15,0,25XX E 2ND AVE,Hastings-Sunrise,496033.252,5457299.4671
Other Theft,2022,9,16,23,0,25XX E 3RD AVE,Hastings-Sunrise,496148.3475,5457207.1991
Other Theft,2022,6,16,10,36,25XX E GEORGIA ST,Hastings-Sunrise,496103.1516,5458389.316
Other Theft,2022,3,24,15,30,25XX E HASTINGS ST,Hastings-Sunrise,496039.7371,5458709.3261
Other Theft,2022,6,25,12,30,25XX E HASTINGS ST,Hastings-Sunrise,496097.8061,5458718.3067
Other Theft,2022,4,11,15,39,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Other Theft,2022,4,23,17,30,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Other Theft,2022,3,10,14,27,25XX E HASTINGS ST,Hastings-Sunrise,496188.7399,5458718.0508
Other Theft,2022,3,10,19,18,25XX E HASTINGS ST,Hastings-Sunrise,496188.7399,5458718.0508
Other Theft,2022,3,22,9,51,25XX E HASTINGS ST,Hastings-Sunrise,496188.7399,5458718.0508
Other Theft,2022,4,4,10,59,25XX E HASTINGS ST,Hastings-Sunrise,496188.7399,5458718.0508
Other Theft,2022,4,28,15,43,25XX E HASTINGS ST,Hastings-Sunrise,496188.7399,5458718.0508
Other Theft,2022,5,15,16,15,25XX E HASTINGS ST,Hastings-Sunrise,496188.7399,5458718.0508
Other Theft,2022,9,19,11,21,25XX E HASTINGS ST,Hastings-Sunrise,496188.7399,5458718.0508
Other Theft,2022,2,7,6,0,25XX ETON ST,Hastings-Sunrise,496121.3254,5459439.0504
Other Theft,2022,12,18,9,25,25XX ETON ST,Hastings-Sunrise,496209.2472,5459439.4724
Other Theft,2022,7,27,2,40,25XX FRANKLIN ST,Hastings-Sunrise,496160.0518,5458818.493
Other Theft,2022,3,9,11,20,25XX PANDORA ST,Hastings-Sunrise,496113.2349,5458921.3818
Other Theft,2022,4,2,9,0,25XX PANDORA ST,Hastings-Sunrise,496113.2349,5458921.3818
Other Theft,2022,4,20,0,0,25XX PARKER ST,Hastings-Sunrise,496114.2679,5458122.1175
Other Theft,2022,3,24,10,29,26XX E BROADWAY AVE,Hastings-Sunrise,496266.9538,5456588.3192
Other Theft,2022,7,25,4,41,26XX E GEORGIA ST,Hastings-Sunrise,496301.0013,5458397.7759
Other Theft,2022,10,18,13,30,26XX E HASTINGS ST,Hastings-Sunrise,496225.621,5458708.8032
Other Theft,2022,1,17,11,16,26XX E HASTINGS ST,Hastings-Sunrise,496264.7051,5458708.6954
Other Theft,2022,2,2,17,35,26XX E HASTINGS ST,Hastings-Sunrise,496277.1843,5458717.8051
Other Theft,2022,7,15,15,0,26XX E HASTINGS ST,Hastings-Sunrise,496280.8403,5458708.651
Other Theft,2022,12,8,0,40,26XX FRANKLIN ST,Hastings-Sunrise,496285.0492,5458809.1973
Other Theft,2022,9,2,20,30,26XX MCGILL ST,Hastings-Sunrise,496228.6082,5459548.4453
Other Theft,2022,10,19,12,0,26XX OXFORD ST,Hastings-Sunrise,496241.4542,5459211.9228
Other Theft,2022,3,14,11,49,26XX TRIUMPH ST,Hastings-Sunrise,496318.6762,5459021.1685
Other Theft,2022,10,20,22,0,26XX TURNER ST,Hastings-Sunrise,496318.2097,5458479.5654
Other Theft,2022,3,7,13,43,27XX E 7TH AVE,Hastings-Sunrise,496433.8661,5456785.6845
Other Theft,2022,10,18,12,0,27XX E 8TH AVE,Hastings-Sunrise,496473.8055,5456683.8155
Other Theft,2022,5,22,18,0,27XX E BROADWAY AVE,Hastings-Sunrise,496490.1572,5456587.9194
Other Theft,2022,10,23,13,15,27XX E HASTINGS ST,Hastings-Sunrise,496488.5616,5458708.0308
Other Theft,2022,4,24,16,6,27XX E HASTINGS ST,Hastings-Sunrise,496507.236,5458707.9678
Other Theft,2022,5,11,8,1,27XX E HASTINGS ST,Hastings-Sunrise,496507.236,5458707.9678
Other Theft,2022,11,13,21,5,27XX E HASTINGS ST,Hastings-Sunrise,496507.236,5458707.9678
Other Theft,2022,3,18,20,40,27XX E HASTINGS ST,Hastings-Sunrise,496507.3157,5458707.9676
Other Theft,2022,4,11,18,30,27XX E HASTINGS ST,Hastings-Sunrise,496543.1061,5458716.9908
Other Theft,2022,6,18,20,42,27XX E HASTINGS ST,Hastings-Sunrise,496544.6156,5458716.9857
Other Theft,2022,4,20,9,0,27XX E HASTINGS ST,Hastings-Sunrise,496581.9335,5458707.7157
Other Theft,2022,11,15,19,45,27XX E HASTINGS ST,Hastings-Sunrise,496593.169,5458716.8218
Other Theft,2022,2,9,20,40,27XX GRAVELEY ST,Hastings-Sunrise,496455.2773,5457524.1273
Other Theft,2022,2,19,10,4,27XX KITCHENER ST,Hastings-Sunrise,496450.3015,5457723.0023
Other Theft,2022,11,28,19,15,27XX MCGILL ST,Hastings-Sunrise,496434.0824,5459557.2633
Other Theft,2022,6,30,0,0,27XX MCGILL ST,Hastings-Sunrise,496452.3411,5459548.1611
Other Theft,2022,11,20,9,25,28XX DUNDAS ST,Hastings-Sunrise,496763.7276,5459110.1217
Other Theft,2022,3,7,9,38,28XX E 1ST AVE,Hastings-Sunrise,496590.7519,5457399.7562
Other Theft,2022,5,19,20,30,28XX E 1ST AVE,Hastings-Sunrise,496590.7519,5457399.7562
Other Theft,2022,10,7,10,15,28XX E 1ST AVE,Hastings-Sunrise,496590.7519,5457399.7562
Other Theft,2022,1,12,19,0,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Other Theft,2022,1,16,22,1,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Other Theft,2022,2,25,13,0,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Other Theft,2022,5,9,0,42,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Other Theft,2022,6,3,13,42,28XX E 1ST AVE,Hastings-Sunrise,496594.7144,5457399.7182
Other Theft,2022,6,25,1,32,28XX E 2ND AVE,Hastings-Sunrise,496757.0412,5457298.7794
Other Theft,2022,6,29,3,20,28XX E 2ND AVE,Hastings-Sunrise,496757.0412,5457298.7794
Other Theft,2022,7,29,11,0,28XX E 6TH AVE,Hastings-Sunrise,496728.4221,5456893.0211
Other Theft,2022,9,25,5,35,28XX E HASTINGS ST,Hastings-Sunrise,496612.1916,5458716.7771
Other Theft,2022,12,24,21,55,28XX E HASTINGS ST,Hastings-Sunrise,496626.842,5458716.7777
Other Theft,2022,1,4,10,40,28XX E HASTINGS ST,Hastings-Sunrise,496663.4687,5458707.6353
Other Theft,2022,6,3,14,59,28XX E HASTINGS ST,Hastings-Sunrise,496663.4687,5458707.6353
Other Theft,2022,7,16,18,0,28XX E HASTINGS ST,Hastings-Sunrise,496663.4687,5458707.6353
Other Theft,2022,5,5,21,6,28XX E HASTINGS ST,Hastings-Sunrise,496681.7818,5458707.636
Other Theft,2022,10,29,0,19,28XX E HASTINGS ST,Hastings-Sunrise,496773.3471,5458716.7839
Other Theft,2022,7,15,23,0,28XX E HASTINGS ST,Hastings-Sunrise,496773.8148,5458707.6397
Other Theft,2022,11,7,6,0,28XX E PENDER ST,Hastings-Sunrise,496637.9466,5458612.1131
Other Theft,2022,6,23,12,0,28XX GRAVELEY ST,Hastings-Sunrise,496606.5668,5457523.6013
Other Theft,2022,3,13,0,0,29XX E 3RD AVE,Hastings-Sunrise,496960.2035,5457207.7717
Other Theft,2022,2,25,12,54,29XX E 7TH AVE,Hastings-Sunrise,496969.1106,5456783.8868
Other Theft,2022,11,25,1,34,29XX E 7TH AVE,Hastings-Sunrise,496969.1106,5456783.8868
Other Theft,2022,1,24,19,9,29XX E 8TH AVE,Hastings-Sunrise,496944.6604,5456690.3694
Other Theft,2022,8,27,1,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Theft,2022,8,27,14,15,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Theft,2022,8,27,20,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Theft,2022,8,31,22,8,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Theft,2022,9,1,16,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Theft,2022,9,1,18,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797
Other Theft,2022,11,27,13,0,29XX E PENDER ST,Hastings-Sunrise,496884.4505,5458601.9428
Other Theft,2022,11,2,10,20,29XX E PENDER ST,Hastings-Sunrise,496957.5772,5458601.7917
Other Theft,2022,1,14,12,30,29XX E PENDER ST,Hastings-Sunrise,496972.2478,5458601.7609
Other Theft,2022,11,2,13,39,29XX WALL ST,Hastings-Sunrise,496919.129,5459686.8961
Other Theft,2022,9,24,12,15,2XX RENFREW ST,Hastings-Sunrise,496796.0907,5458902.1648
Other Theft,2022,5,2,19,5,2XX RENFREW ST,Hastings-Sunrise,496796.47,5458829.8494
Other Theft,2022,9,10,0,0,30XX CHARLES ST,Hastings-Sunrise,497141.8321,5457837.7957
Other Theft,2022,8,2,17,0,30XX E 1ST AVE,Hastings-Sunrise,497041.847,5457427.3303
Other Theft,2022,4,9,23,0,30XX E 2ND AVE,Hastings-Sunrise,497057.4852,5457297.5392
Other Theft,2022,7,15,10,0,30XX E 3RD AVE,Hastings-Sunrise,497074.0405,5457197.9692
Other Theft,2022,8,3,5,53,30XX E 3RD AVE,Hastings-Sunrise,497088.1186,5457207.0366
Other Theft,2022,2,26,20,55,30XX E 8TH AVE,Hastings-Sunrise,496999.6061,5456690.1225
Other Theft,2022,4,21,7,0,31XX E 8TH AVE,Hastings-Sunrise,497213.0692,5456679.9012
Other Theft,2022,8,20,23,0,31XX E HASTINGS ST,Hastings-Sunrise,497273.421,5458717.2942
Other Theft,2022,5,26,23,59,32XX ADANAC ST,Hastings-Sunrise,497512.9343,5458295.2168
Other Theft,2022,9,6,6,58,32XX E 5TH AVE,Hastings-Sunrise,497497.8626,5456985.1609
Other Theft,2022,7,14,21,30,32XX E 7TH AVE,Hastings-Sunrise,497416.0741,5456789.9526
Other Theft,2022,11,17,11,29,32XX VENABLES ST,Hastings-Sunrise,497531.4091,5458212.0816
Other Theft,2022,10,18,9,0,33XX ADANAC ST,Hastings-Sunrise,497662.9072,5458293.6448
Other Theft,2022,1,6,22,0,33XX E PENDER ST,Hastings-Sunrise,497626.9626,5458600.8616
Other Theft,2022,11,26,1,0,33XX PARKER ST,Hastings-Sunrise,497614.1838,5458111.4881
Other Theft,2022,7,24,12,0,34XX E GEORGIA ST,Hastings-Sunrise,497929.1128,5458384.6523
Other Theft,2022,2,28,1,15,34XX E HASTINGS ST,Hastings-Sunrise,497881.503,5458714.0205
Other Theft,2022,2,16,9,11,34XX TURNER ST,Hastings-Sunrise,497909.0489,5458484.6409
Other Theft,2022,1,17,19,10,35XX E GEORGIA ST,Hastings-Sunrise,498101.4328,5458394.6383
Other Theft,2022,8,24,19,44,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.5297
Other Theft,2022,9,2,5,23,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.5297
Other Theft,2022,10,18,13,55,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.5297
Other Theft,2022,2,8,14,59,35XX E HASTINGS ST,Hastings-Sunrise,497948.8688,5458704.5307
Other Theft,2022,3,18,20,30,35XX E HASTINGS ST,Hastings-Sunrise,497948.8688,5458704.5307
Other Theft,2022,4,17,2,24,35XX E HASTINGS ST,Hastings-Sunrise,497948.8688,5458704.5307
Other Theft,2022,3,19,20,13,35XX E PENDER ST,Hastings-Sunrise,498111.8347,5458610.77
Other Theft,2022,1,15,11,31,35XX WILLIAM ST,Hastings-Sunrise,498041.1514,5457932.8796
Other Theft,2022,11,26,10,30,35XX WILLIAM ST,Hastings-Sunrise,498041.1514,5457932.8796
Other Theft,2022,3,25,5,56,36XX E 4TH AVE,Hastings-Sunrise,498247.0956,5457092.4269
Other Theft,2022,1,16,22,45,36XX E HASTINGS ST,Hastings-Sunrise,498148.5377,5458713.8661
Other Theft,2022,11,17,11,0,36XX E HASTINGS ST,Hastings-Sunrise,498184.0326,5458704.8218
Other Theft,2022,11,23,16,54,36XX E HASTINGS ST,Hastings-Sunrise,498254.1992,5458714.1627
Other Theft,2022,12,12,12,0,36XX NAPIER ST,Hastings-Sunrise,498119.9181,5458024.8981
Other Theft,2022,7,18,5,34,36XX OXFORD ST,Hastings-Sunrise,498204.4255,5459208.9579
Other Theft,2022,2,12,11,8,3XX KOOTENAY ST,Hastings-Sunrise,498134.318,5458717.7091
Other Theft,2022,8,11,19,7,3XX SKEENA ST,Hastings-Sunrise,497944.1656,5458720.7846
Other Theft,2022,1,25,15,0,4XX N KASLO ST,Hastings-Sunrise,496599.7856,5459590.5492
Other Theft,2022,1,26,22,0,5X N RENFREW ST,Hastings-Sunrise,496793.294,5459170.5315
Other Theft,2022,4,6,23,24,5XX CASSIAR ST,Hastings-Sunrise,497761.0059,5458564.5037
Other Theft,2022,6,14,16,0,5XX RUPERT ST,Hastings-Sunrise,497561.0755,5458514.9173
Other Theft,2022,4,13,20,4,5XX SLOCAN ST,Hastings-Sunrise,496406.8897,5458515.5157
Other Theft,2022,1,12,20,20,6XX NANAIMO ST,Hastings-Sunrise,495891.1473,5458464.2348
Other Theft,2022,5,1,14,37,6XX WINDERMERE ST,Hastings-Sunrise,497370.8187,5458479.209
Other Theft,2022,4,4,2,0,7X N SLOCAN ST,Hastings-Sunrise,496408.6896,5459190.1263
Other Theft,2022,2,10,0,0,7X PENTICTON ST,Hastings-Sunrise,496216.062,5459041.8743
Other Theft,2022,4,11,3,29,7XX KASLO ST,Hastings-Sunrise,496595.9189,5458347.5157
Other Theft,2022,2,15,21,45,7XX SKEENA ST,Hastings-Sunrise,497933.7986,5458375.2449
Other Theft,2022,4,12,10,17,8XX RENFREW ST,Hastings-Sunrise,496796.4574,5458295.7936
Other Theft,2022,8,16,23,0,8XX WINDERMERE ST,Hastings-Sunrise,497359.0601,5458276.5679
Other Theft,2022,9,30,14,30,CASSIAR ST / E PENDER ST,Hastings-Sunrise,497757.0604,5458607.1925
Other Theft,2022,3,23,14,35,DUNDAS ST / N SLOCAN ST,Hastings-Sunrise,496413.076,5459114.7662
Other Theft,2022,11,29,12,0,DUNDAS ST / NANAIMO ST,Hastings-Sunrise,495889.2197,5459115.6659
Other Theft,2022,3,11,6,0,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540.3138,5457420.1167
Other Theft,2022,10,11,18,13,E HASTINGS ST / KAMLOOPS ST,Hastings-Sunrise,496030.2701,5458713.9247
Other Theft,2022,7,9,19,43,E HASTINGS ST / KOOTENAY ST,Hastings-Sunrise,498129.7266,5458709.2414
Theft from Vehicle,2022,12,30,17,0,11XX KAMLOOPS ST,Hastings-Sunrise,496026.7842,5458024.7795
Theft from Vehicle,2022,5,16,4,20,11XX NOOTKA ST,Hastings-Sunrise,496992.099,5457928.1545
Theft from Vehicle,2022,10,9,2,0,11XX ROSSLAND ST,Hastings-Sunrise,496691.2895,5457990.6404
Theft from Vehicle,2022,4,28,17,0,12XX LILLOOET ST,Hastings-Sunrise,497174.1344,5457852.004
Theft from Vehicle,2022,4,17,5,17,12XX ROSSLAND ST,Hastings-Sunrise,496689.8761,5457875.6494
Theft from Vehicle,2022,11,8,22,0,12XX SKEENA ST,Hastings-Sunrise,497929.5439,5457925.5649
Theft from Vehicle,2022,8,18,20,46,13XX KAMLOOPS ST,Hastings-Sunrise,496017.2038,5457787.7589
Theft from Vehicle,2022,2,5,23,30,14XX NOOTKA ST,Hastings-Sunrise,496982.8252,5457639.5523
Theft from Vehicle,2022,9,12,5,0,15XX KASLO ST,Hastings-Sunrise,496592.008,5457582.6236
Theft from Vehicle,2022,5,21,21,0,16XX KAMLOOPS ST,Hastings-Sunrise,496017.0003,5457513.6504
Theft from Vehicle,2022,8,20,6,28,17XX KAMLOOPS ST,Hastings-Sunrise,496025.7365,5457402.0776
Theft from Vehicle,2022,8,19,0,0,17XX RENFREW ST,Hastings-Sunrise,496786.9006,5457336.7335
Theft from Vehicle,2022,7,28,22,45,17XX RENFREW ST,Hastings-Sunrise,496786.9765,5457344.3377
Theft from Vehicle,2022,1,11,19,0,18XX NOOTKA ST,Hastings-Sunrise,496986.2214,5457300.7974
Theft from Vehicle,2022,2,23,21,0,19XX KASLO ST,Hastings-Sunrise,496587.6811,5457203.5723
Theft from Vehicle,2022,4,9,4,0,19XX LILLOOET ST,Hastings-Sunrise,497167.2057,5457109.2022
Theft from Vehicle,2022,10,11,0,0,19XX LILLOOET ST,Hastings-Sunrise,497167.2057,5457109.2022
